Ultop;Omeprazolum;Ludzki;;;10 mg;Kapsułki dojelitowe, twarde;Omeprazolum 10 mg
Epirubicin Accord;Epirubicini hydrochloridum;Ludzki;;;2 mg/ml;Roztwór do wstrzykiwań / do infuzji;Epirubicini hydrochloridum 2 mg/ml
Ultop;Omeprazolum;Ludzki;;;20 mg;Kapsułki dojelitowe, twarde;Omeprazolum 20 mg
Ultop;Omeprazolum;Ludzki;;;40 mg;Kapsułki dojelitowe, twarde;Omeprazolum 40 mg
Ixiaro;Szczepionka przeciw japońskiemu zapaleniu mózgu (inaktywowana, adsorbowana);Ludzki;;;-;Zawiesina do wstrzykiwań;"Wirus japońskiego zapalenia mózgu, szczep SA14-14-2 (inaktywowany) cakowita zawartość białka: 6 mcg (co odpowiada mocy <= 460 ng ED50); wirus namnożony na komórkach Vero, adsorbowany na glinu wodorotlenku, uwodnionym 0,25 miligramów Al3+"
Metogen SC;Metoprololi succinas;Ludzki;;;23,75 mg;Tabletki o przedłużonym uwalnianiu;Metoprololi succinas 23.75 mg
Metogen SC;Metoprololi succinas;Ludzki;;;47,5 mg;Tabletki o przedłużonym uwalnianiu;Metoprololi succinas 47.5 mg
Metogen SC;Metoprololi succinas;Ludzki;;;95 mg;Tabletki o przedłużonym uwalnianiu;Metoprololi succinas 95 mg
Flebogamma DIF;Immunoglobulinum humanum normale;Ludzki;Flebogammadif;;50 mg/ml;Roztwór do infuzji;Immunoglobulinum humanum normale 50 mg/ml
Etadron;Exemestanum;Ludzki;;;25 mg;Tabletki powlekane;Exemestanum 25 mg
Oxaliplatin Kabi;Oxaliplatinum;Ludzki;;;5 mg/ml;Koncentrat do sporządzania roztworu do infuzji;Oxaliplatinum 5 mg/ml
Paroxinor;Paroxetinum;Ludzki;;;20 mg;Tabletki powlekane;Paroxetini hydrochloridum (semihydricum) 22,2 mg
Ricordo;Donepezili hydrochloridum;Ludzki;;;5 mg;Tabletki ulegające rozpadowi w jamie ustnej;Donepezili hydrochloridum monohydricum 5 mg
Ricordo;Donepezili hydrochloridum;Ludzki;;;10 mg;Tabletki ulegające rozpadowi w jamie ustnej;Donepezili hydrochloridum monohydricum 10 mg
Octanine F 500;Factor IX coagulationis humanus;Ludzki;;;500 j.m.;Proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań;Factor IX coagulationis humanus 100 j.m./ 1 ml
Octanine F 1000;Factor IX coagulationis humanus;Ludzki;;;1000 j.m.;Proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań;Factor IX coagulationis humanus 100 j.m./ 1 ml
Indapamide SR Genoptim;Indapamidum;Ludzki;Indapamide Teva;;1,5 mg;Tabletki o przedłużonym uwalnianiu;Indapamidum 1.5 mg
Femoston mini;Estradiolum + Dydrogesteronum;Ludzki;;;0,5 mg + 2,5 mg;Tabletki powlekane;Estradiolum 0.517 mg + Dydrogesteronum 2.5 mg
Pyralgina Ból i Gorączka;Metamizolum magnesicum;Ludzki;"Pyralgina Sprint 
Pyralgina Gorączka";;500 mg/sasz.;Granulat do sporządzania roztworu doustnego;Metamizolum magnesium hexahydricum 584 mg
Madinette;Ethinylestradiolum + Chlormadinoni acetas;Ludzki;;;0,03 mg + 2 mg;Tabletki powlekane;Chlormadinoni acetas 2 mg + Ethinylestradiolum 0.03 mg
Voluven 10%;Hydroxyethylamylum + Natrii chloridum;Ludzki;;;10% + 0,9%;Roztwór do infuzji;Natrii chloridum 9 g/l + Poli (O-2-hydroksyetylo) skrobia (130/0.4) 100 g/l
Vicks AntiGrip Complex;Paracetamolum + Guaifenesinum + Phenylephrini hydrochloridum;Ludzki;;;500 mg + 200 mg + 10 mg;Proszek do sporządzania roztworu doustnego;Guaifenesinum 200 mg + Phenylephrini hydrochloridum 10 mg + Paracetamolum 500 mg
Clarzole;Letrozolum;Ludzki;;;2,5 mg;Tabletki powlekane;Letrozolum 2.5 mg
Oftaquix sine;Levofloxacinum;Ludzki;;;5 mg/ml;Krople do oczu, roztwór;Levofloxacinum 5,00 mg/ml (w postaci lewofloksacyny półwodnej 5,12 mg/ml)
Bupivacaine Baxter;Bupivacaini hydrochloridum;Ludzki;;;5 mg/ml;Roztwór do wstrzykiwań;Bupivacaini hydrochloridum 5 mg/ml
Gargarisma prophylacticum Amara;Gargarisma prophylacticum;Ludzki;;;-;Koncentrat do sporządzania roztworu do płukania gardła;Thymolum 0.5 g + Acidum salicylicum 5 g + Acidum benzoicum 5 g + Menthae piperitae aetheroleum 1.5 g + Eucalypti aetheroleum 0.2 g
Candepres HCT;Candesartanum cilexetili + Hydrochlorothiazidum;Ludzki;;;8 mg + 12,5 mg;Tabletki;Candesartanum cilexetili 8 mg + Hydrochlorothiazidum 12.5 mg
Efrinol 2%;Ephedrini hydrochloridum;Ludzki;;;20 mg/g;Krople do nosa, roztwór;Ephedrini hydrochloridum 2 g
Amlodipine Bluefish;Amlodipinum;Ludzki;;;5 mg;Tabletki;Amlodipinum 5,00 mg (w postaci amlodypiny bezylanu- 6,9348 mg)
Amlodipine Bluefish;Amlodipinum;Ludzki;;;10 mg;Tabletki;Amlodipinum 10,00 mg (w postaci amlodypiny bezylanu- 13,8696 mg)
Candepres HCT;Candesartanum cilexetili + Hydrochlorothiazidum;Ludzki;;;16 mg + 12,5 mg;Tabletki;Hydrochlorothiazidum 12.5 mg + Candesartanum cilexetilum 16 mg
Ranacand;Candesartanum cilexetili;Ludzki;;;8 mg;Tabletki;Candesartanum cilexetili 8 mg
Ranacand;Candesartanum cilexetili;Ludzki;;;16 mg;Tabletki;Candesartanum cilexetili 16 mg
Piperacillin/Tazobactam Kabi 2 g + 0,25 g;Piperacillinum + Tazobactamum;Ludzki;;;2 g + 0,25 g;Proszek do sporządzania roztworu do infuzji;Piperacillinum 2,0 g (w postaci piperacyliny sodowej- 2,085 g) + Tazobactamum ad 100 ml
Piperacillin/Tazobactam Kabi 4 g + 0,5 g;Piperacillinum + Tazobactamum;Ludzki;;;4 g + 0,5 g;Proszek do sporządzania roztworu do infuzji;Tazobactamum 500,0 mg (w postaci tazobaktamu sodowego- 536,6 mg) + Piperacillinum 4,0 g ( w postaci piperacyliny sodowej- 4,170 g)
Trileptal;Oxcarbazepinum;Ludzki;;;300 mg;Tabletki powlekane;Oxcarbazepinum 300 mg
Lamitrin;Lamotriginum;Ludzki;;;50 mg;Tabletki;Lamotriginum 50 mg
Plaster na odciski;Acidum salicylicum;Ludzki;;;400 mg/g (400 mg/plaster);Plaster leczniczy;Acidum salicylicum 400 mg/g
Afobam;Alprazolamum;Ludzki;;;0,25 mg;Tabletki;Alprazolamum 0.25 mg
Afobam;Alprazolamum;Ludzki;;;0,5 mg;Tabletki;Alprazolamum 0.5 mg
Valtap HCT;Valsartanum + Hydrochlorothiazidum;Ludzki;;;160 mg + 12,5 mg;Tabletki powlekane;Valsartanum 160 mg + Hydrochlorothiazidum 12.5 mg
Valtap HCT;Valsartanum + Hydrochlorothiazidum;Ludzki;;;160 mg + 25 mg;Tabletki powlekane;Hydrochlorothiazidum 25 mg + Valsartanum 160 mg
Apo-Nastrol;Anastrozolum;Ludzki;;;1 mg;Tabletki powlekane;Anastrozolum 1 mg
Venolyte;Preparat złożony;Ludzki;;;-;Roztwór do infuzji;Magnesii chloridum hexahydricum 0.3 g + Natrii acetas trihydratas 4.63 g + Natrii chloridum 6.02 g + Kalii chloridum 0.3 g
Levact;Bendamustini hydrochloridum;Ludzki;;;2,5 mg/ml;Proszek do sporządzania koncentratu roztworu do infuzji;Bendamustini hydrochloridum 2.5 mg/ml
Rivastigmine Mylan;Rivastigminum;Ludzki;;;1,5 mg;Kapsułki twarde;Rivastigmini hydrogenotartras 2.4 mg
Rivastigmine Mylan;Rivastigminum;Ludzki;;;3 mg;Kapsułki twarde;Rivastigmini hydrogenotartras 4.8 mg
Rivastigmine Mylan;Rivastigminum;Ludzki;;;4,5 mg;Kapsułki twarde;Rivastigmini hydrogenotartras 7.2 mg
Rivastigmine Mylan;Rivastigminum;Ludzki;;;6 mg;Kapsułki twarde;Rivastigmini hydrogenotartras 9.6 mg
Falsigra;Sildenafilum;Ludzki;;;100 mg;Tabletki powlekane;Sildenafili citras 140.48 mg
Anastrozol Bluefish;Anastrozolum;Ludzki;;;1 mg;Tabletki powlekane;Anastrozolum 1 mg
Karnidin;Lercanidipini hydrochloridum;Ludzki;;;10 mg;Tabletki powlekane;Lercanidipini hydrochloridum 10 mg
Gopten 4,0;Trandolaprilum;Ludzki;;;4 mg;Kapsułki twarde;Trandolaprilum 4 mg
Milifen;Ibuprofenum;Ludzki;;;100 mg/5 ml;Zawiesina doustna;Ibuprofenum 100 mg/5 ml
Karnidin;Lercanidipini hydrochloridum;Ludzki;;;20 mg;Tabletki powlekane;Lercanidipini hydrochloridum 20 mg
Zahron;Rosuvastatinum;Ludzki;;;5 mg;Tabletki powlekane;Rosuvastatinum calicum 5.2 mg
Zahron;Rosuvastatinum;Ludzki;;;10 mg;Tabletki powlekane;Rosuvastatinum calicum 10.4 mg
Zahron;Rosuvastatinum;Ludzki;;;20 mg;Tabletki powlekane;Rosuvastatinum calicum 20.8 mg
Zahron;Rosuvastatinum;Ludzki;;;40 mg;Tabletki powlekane;Rosuvastatinum calicum 41.6 mg
Gaviscon o smaku mięty TAB;Natrii alginas + Natrii hydrogenocarbonas + Calcii carbonas;Ludzki;;;250 mg + 133,5 mg + 80 mg;Tabletki do rozgryzania i żucia;Natrii alginas 250 mg (lak) 0,45 mg + Natrii hydrogenocarbonas 133.5 mg + Calcii carbonas 80 mg
Montelukast Sandoz;Montelukastum;Ludzki;;;4 mg;Tabletki do rozgryzania i żucia;Montelukastum natricum 4.16 mg
Montelukast Sandoz;Montelukastum;Ludzki;;;5 mg;Tabletki do rozgryzania i żucia;Montelukastum natricum 5.2 mg
Clarelux;Clobetasoli propionas;Ludzki;;;500 mcg/g;Piana na skórę;Clobetasoli propionas 0,050 g/ 100 g
Miravil;Sertralinum;Ludzki;;;50 mg;Tabletki powlekane;Sertralini hydrochloridum 56 mg
Miravil;Sertralinum;Ludzki;;;100 mg;Tabletki powlekane;Sertralini hydrochloridum 112 mg
Hitoff;Pramipexolum;Ludzki;;;0,088 mg;Tabletki;Pramipexoli dihydrochloridum monohydricum 0.125 mg
Hitoff;Pramipexolum;Ludzki;;;0,18 mg;Tabletki;Pramipexoli dihydrochloridum monohydricum 0.25 mg
Hitoff;Pramipexolum;Ludzki;;;0,35 mg;Tabletki;Pramipexoli dihydrochloridum monohydricum 0.5 mg
Hitoff;Pramipexolum;Ludzki;;;0,7 mg;Tabletki;Pramipexoli dihydrochloridum monohydricum 1 mg
Valtap;Valsartanum;Ludzki;;;80 mg;Tabletki powlekane;Valsartanum 80 mg
Valtap;Valsartanum;Ludzki;;;160 mg;Tabletki powlekane;Valsartanum 160 mg
Gaviscon o smaku mięty Saszetki;Natrii alginas + Natrii hydrogenocarbonas + Calcii carbonas;Ludzki;;;(500 mg + 267 mg + 160 mg)/10 ml;Zawiesina doustna;Calcii carbonas 160 mg/10 ml + Natrii hydrogenocarbonas 267 mg/10 ml + Natrii alginas 500 mg/10 ml
Ibandronic Acid Mylan;Acidum ibandronicum;Ludzki;;;150 mg;Tabletki powlekane;Natrii ibandronas monohydricum 169.32 mg
Liść Brzozy;Betulae folium;Ludzki;;;-;Zioła do zaparzania w saszetkach;Betulae folium 100g/100g
Ivineb;Nebivololum;Ludzki;Nebivas;;5 mg;Tabletki;Nebivololi hydrochloridum 5.45 mg
Tetmodis;Tetrabenazinum;Ludzki;;;25 mg;Tabletki;Tetrabenazinum 25 mg
Imipenem/Cilastatin Kabi 500 mg/500 mg;Imipenemum + Cilastatinum;Ludzki;;;500 mg + 500 mg;Proszek do sporządzania roztworu do infuzji;Cilastatinum 500 mg + Imipenemum 500 mg
Gaviscon o smaku mięty;Natrii alginas + Natrii hydrogenocarbonas + Calcii carbonas;Ludzki;;;(500 mg + 267 mg + 160 mg)/10 ml;Zawiesina doustna;Calcii carbonas 160,000 mg/ 10 ml + Natrii hydrogenocarbonas 267,000 mg/ 10 ml + Natrii alginas 500,000 mg/ 10 ml
Padolten;Tramadoli hydrochloridum + Paracetamolum;Ludzki;;;37,5 mg + 325 mg;Tabletki powlekane;Paracetamolum 325 mg + Tramadoli hydrochloridum 37.5 mg (lodowaty) do pH 5,8
Etiagen;Quetiapinum;Ludzki;;;25 mg;Tabletki powlekane;Quetiapini fumaras 25 mg + Quetiapini fumaras 28.78 mg ad 15 ml
Etiagen;Quetiapinum;Ludzki;;;100 mg;Tabletki powlekane;Quetiapini fumaras 115.13 mg
Etiagen;Quetiapinum;Ludzki;;;200 mg;Tabletki powlekane;Quetiapini fumaras 230.26 mg
Olimestra;Olmesartanum medoxomilum;Ludzki;;;10 mg;Tabletki powlekane;Olmesartanum medoxomilum 10 mg
Salofalk 1 g;Mesalazinum;Ludzki;;;1000 mg;Czopki;Mesalazinum 1000 mg
Olimestra;Olmesartanum medoxomilum;Ludzki;;;20 mg;Tabletki powlekane;Olmesartanum medoxomilum 20 mg
Olimestra;Olmesartanum medoxomilum;Ludzki;;;40 mg;Tabletki powlekane;Olmesartanum medoxomilum 40 mg
Gemcitabine Accord;Gemcitabinum;Ludzki;;;2 g;Proszek do sporządzania roztworu do infuzji;Gemcitabini hydrochloridum 2 g
Anzorin;Olanzapinum;Ludzki;;;5 mg;Tabletka ulegająca rozpadowi w jamie ustnej;Olanzapinum 5 mg
Anzorin;Olanzapinum;Ludzki;;;10 mg;Tabletki ulegające rozpadowi w jamie ustnej;Olanzapinum 10 mg
Anzorin;Olanzapinum;Ludzki;;;15 mg;Tabletki ulegające rozpadowi w jamie ustnej;Olanzapinum 15 mg
Anzorin;Olanzapinum;Ludzki;;;20 mg;Tabletki ulegające rozpadowi w jamie ustnej;Olanzapinum 20 mg
Flixotide Dysk;Fluticasoni propionas;Ludzki;;;100 mcg/dawkę inh.;Proszek do inhalacji;Fluticasoni propionas 100 mcg
Latadrop;Latanoprostum;Ludzki;"Latanoprost JGL 
Teviop";;50 mcg/ml;Krople do oczu, roztwór;Latanoprostum 0.05 mcg/ml
Azomyr;Desloratadinum;Ludzki;;;0,5 mg/ml;Roztwór doustny;Desloratadinum 0.5 mg/ml
Azomyr;Desloratadinum;Ludzki;;;5 mg;Tabletka ulegająca rozpadowi w jamie ustnej;Desloratadinum 5 mg
Azomyr;Desloratadinum;Ludzki;;;2,5 mg;Tabletka ulegająca rozpadowi w jamie ustnej;Desloratadinum 2.5 mg
Fentanyl Actavis;Fentanylum;Ludzki;Fentanyl Actavis 50 mcg/h system transdermalny;;50 mcg/h;System transdermalny, plaster;Fentanylum 8.25 mg
Neoclarityn;Desloratadinum;Ludzki;;;2,5 mg;Tabletki ulegające rozpadowi w jamie ustnej;Desloratadinum 2.5 mg
Neoclarityn;Desloratadinum;Ludzki;;;5 mg;Tabletki ulegające rozpadowi w jamie ustnej;Desloratadinum 5 mg
Neoclarityn;Desloratadinum;Ludzki;;;0,5 mg/ml;Roztwór doustny;Desloratadinum 0.5 mg/ml
Alburex 5;Albumini humani solutio;Ludzki;;;50 g/l;Roztwór do infuzji;Białko całkowite (w tym mniej/równo 96% albuminy ludzkiej) 50 g
Agapurin SR 600;Pentoxifyllinum;Ludzki;;;600 mg;Tabletki o przedłużonym uwalnianiu;
Alburex 20;Albumini humani solutio;Ludzki;;;200 g/l;Roztwór do infuzji;Białko całkowite (mniej /równo 96% albuminy ludzkiej) 200 g
DEXApico;Tiliae flos extractum aquosum + Dextromethorphani hydrobromidum;Ludzki;;;(1625 mg + 6,5 mg)/5 ml;Syrop;Tiliae flos extractum aquosum (1:5) ekstrahent - woda (25 g) + Dextromethorphani hydrobromidum 0.1 g
Vagifem;Estradiolum;Ludzki;;;10 mcg;Tabletki dopochwowe;Estradiolum 10.3 mcg
Telfast 30;Fexofenadini hydrochloridum;Ludzki;;;30 mg;Tabletki powlekane;Fexofenadini hydrochloridum 30 mg
Melodyn;Buprenorphinum;Ludzki;;;35 mcg/h;System transdermalny;Buprenorphinum 20 mg
Melodyn;Buprenorphinum;Ludzki;;;70 mcg/h;System transdermalny;Buprenorphinum 40 mg
Tulip 40 mg;Atorvastatinum;Ludzki;;;40 mg;Tabletki powlekane;Atorvastatinum calcicum trihydricum 43.3 mg
Tulip 80 mg;Atorvastatinum;Ludzki;;;86,6 mg;Tabletki powlekane;Atorvastatinum calcicum trihydricum 86.6 mg
Levoxa;Levofloxacinum;Ludzki;;;5 mg/ml;Roztwór do infuzji;Levofloxacinum 5.1246 mg
Imecitin;Imipenemum + Cilastatinum;Ludzki;;;500 mg + 500 mg;Proszek do sporządzania roztworu do infuzji;Imipenemum 530 mg + Cilastatinum natricum 530 mg
Moderiba;Ribavirinum;Ludzki;Vilarib;;200 mg;Tabletki powlekane;Povidonum 3 mg + Ribavirinum 200 mg
Glandex;Exemestanum;Ludzki;;;25 mg;Tabletki powlekane;Exemestanum 25 mg
Septolete Plus o smaku miodu i limonki;Benzocainum + Cetylpyridinii chloridum;Ludzki;;;5 mg + 1 mg;Pastylki twarde;Cetylpyridinii chloridum 1 mg + Benzocainum 5 mg
Theraflu Zatoki Max;Paracetamolum + Pseudoephedrini hydrochloridum;Ludzki;"Theraflu Przeziębienie Max 
Theraflu Max 
Coldrex KTR";;500 mg + 30 mg;Tabletki powlekane;Pseudoephedrini hydrochloridum 30 mg + Paracetamolum 500 mg
Roqurum;Rocuronii bromidum;Ludzki;;;10 mg/ml;Roztwór do wstrzykiwań;Rocuronii bromidum 10 mg/ml
Budenofalk;Budesonidum;Ludzki;;;2 mg/dawkę;Pianka doodbytnicza;"Budesonidum 2 mg/dawka; 48 mg/pojemnik"
Menopur;Menotropinum;Ludzki;;;1200 IU FSH + 1200 IU LH;Proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań;Menotropina 1200 j.m.
Menopur;Menotropinum;Ludzki;;;600 IU FSH + 600 IU LH;Proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań;Menotropina 600 j.m.
Zolmitriptan STADA;Zolmitriptanum;Ludzki;;;2,5 mg;Tabletki;Zolmitriptanum 2.5 mg
Bisoprolol Actavis;Bisoprololi fumaras;Ludzki;Bidop;;5 mg;Tabletki;Bisoprololi fumaras 5 mg
Bisoprolol Actavis;Bisoprololi fumaras;Ludzki;Bidop;;10 mg;Tabletki;Bisoprololi fumaras 10 mg
Latalux;Latanoprostum;Ludzki;;;0,05 mg/ml;Krople do oczu, roztwór;Latanoprostum 0.05 mg/ml
Servenon;Escitalopramum;Ludzki;;;10 mg;Tabletki powlekane;Escitalopramum 10 mg
Mutilan;Tiamulini hydrogenofumaras;Weterynaryjny;;"kura 
Indyk 
świnia";125 mg/ml;Roztwór doustny;Tiamulini hydrogenofumaras  125 mg
Servenon;Escitalopramum;Ludzki;;;15 mg;Tabletki powlekane;Escitalopramum 15 mg
Servenon;Escitalopramum;Ludzki;;;20 mg;Tabletki powlekane;Escitalopramum 20 mg
Zulbex;Rabeprazolum natricum;Ludzki;;;10 mg;Tabletki dojelitowe;Rabeprazolum natricum 10 mg
Zulbex;Rabeprazolum natricum;Ludzki;;;20 mg;Tabletki dojelitowe;Rabeprazolum natricum 20 mg
Morphasol;Butorphanol tartrate;Weterynaryjny;;"pies 
kot";4 mg/ml;Roztwór do wstrzykiwań;"Butorphanolum Otoczka Opadry II 85F21336; 0,096 mg"
Colmyc;Enrofloxacinum;Weterynaryjny;;"bydło 
świnia 
koza 
owca";100 mg/ml;Roztwór do wstrzykiwań;Enrofloxacinum 100 mg
Kalium chloratum 15% Kabi;Kalii chloridum;Ludzki;;;150 mg/ml;Koncentrat do sporządzania roztworu do infuzji;"Kalii chloridum 0,746 g/5 ml; 1,492 g/10 ml; 2,984 g/20 ml"
Donepezil Bluefish;Donepezili hydrochloridum;Ludzki;;;5 mg;Tabletki powlekane;Donepezili hydrochloridum monohydricum 5 mg
Donepezil Bluefish;Donepezili hydrochloridum;Ludzki;;;10 mg;Tabletki powlekane;Donepezili hydrochloridum monohydricum 10 mg
Prefemin PMS;Agni casti fructus extractum ;Ludzki;Cyclodynon;;20 mg;Tabletka powlekana;Agni casti fructi extractum siccum ethanolicum (60% m/m (6-12:1) 20 mg
Flavamed;Ambroxoli hydrochloridum;Ludzki;;;60 mg;Tabletki musujące;Ambroxoli hydrochloridum 60 mg
Enrotron Flavour;Enrofloxacinum;Weterynaryjny;;pies;50 mg;Tabletka;Enrofloxacinum 50 mg
Auglavin;Amoxicillinum + Acidum clavulanicum;Ludzki;;;875 mg + 125 mg;Tabletki powlekane;Kalii clavulonas 277.77 mg + Amoxicillinum 1003.44 mg
Regulax;Sennae folium + Sennae fructus angustifoliae;Ludzki;;;17,64 mg + 30 mg;Pastylka do żucia;Sennae fructus angustifoliae 3.6 g + Sennae folium 8.4 g
Rivaldo;Rivastigminum;Ludzki;;;4,5 mg;Kapsułki twarde;Rivastigminum 4.5 mg
Rivaldo;Rivastigminum;Ludzki;;;6 mg;Kapsułki twarde;Rivastigminum 6 mg
Sortis 10;Atorvastatinum;Ludzki;;;10 mg;Tabletki do rozgryzania i żucia;Atorvastatinum calcicum 10.85 mg
Sortis 20;Atorvastatinum;Ludzki;;;20 mg;Tabletki do rozgryzania i żucia;Atorvastatinum calcicum 21.7 mg
Kogenate Bayer;Octocogum alfa. Czynnik VIII krzepnięcia krwi ludzki rekombinowany ;Ludzki;;;3000 j.m.;Proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań;Factor VIII coagulationis humanus 3000 j.m.
Septolete Plus;Benzocainum + Cetylpyridinii chloridum;Ludzki;;;(10 mg + 2 mg)/ml;Aerozol do stosowania w jamie ustnej;Cetylpyridinii chloridum 2 mg/ml + Benzocainum 10 mg/ml
Rhiniseng;Szczepionka przeciwko zakaźnemu zanikowemu zapaleniu nosa u świń, inaktywowana.;Weterynaryjny;;Świnia (lochy i loszki);Inaktywowane Bordetella bronchiseptica, szczep 833CER:9,8 BbCC(*)Rekombinowana toksyna Pasteurella multocida Typ D (PMTr):≥ 1 MED63^(**)(*) komórki Bordetella bronchiseptica wyrażone w log10.(**)efektywna dawka oznaczona na myszach 63: szczepienie podskórne myszy 0,2 ml, rozcieńczoną5-krotnie szczepionką wzbudza serokonwersję u przynajmniej 63% zwierząt.;Zawiesina do wstrzykiwań;Inaktywowane Bordetella bronchiseptica, szczep 833CER 9,8 BbCC (Komórki Bordetella bronchiseptica wyrażone w log10) + Rekombinowana toksyna Pasteurella multocida Typ D (PMTr) >= 1 MED63 (Efektywna Dawka Oznaczona na Myszach 63: szczepienie podskórne myszy 0,2 ml, rozcieńczoną 5-krotnie szczepionką wzbudza serokonwersję u przynajmniej 63% zwierząt)
Vpriv;Velaglucerasum alfa;Ludzki;;;400 j.m.;Proszek do sporządzania roztworu do infuzji;Velaglucerasum alfa 400 j. (Jednostka enzymu - ilość enzymu potrzebna do przetworzenia jednego mikromola p-nitrofenylo-beta-D-glukopiranozydu w p-nitrofenol w ciągu jednej minuty w temperaturze 37 st. C)
Melodyn;Buprenorphinum;Ludzki;;;52,5 mcg/h;System transdermalny;Buprenorphinum 30 mg
Circlet;Etonogestrelum + Ethinylestradiolum;Ludzki;;;(0,120 mg + 0,015 mg)/24 h;System terapeutyczny dopochwowy;Ethinylestradiolum 2.7 mg + Etonogestrelum 11.7 mg
Kreon Travix;Pancreatinum;Ludzki;Kreon 10 000;;10 000 j.Ph.Eur. lipazy;Kapsułki dojelitowe;Pancreatinum 150 mg
Panprazox;Pantoprazolum;Ludzki;Pantoprazole Phargen;;20 mg;Tabletki dojelitowe;Pantoprazolum 20 mg
Panprazox;Pantoprazolum;Ludzki;;;40 mg;Tabletki dojelitowe;Pantoprazolum 40 mg
Bicardef 5 mg;Bisoprololi fumaras;Ludzki;;;5 mg;Tabletki powlekane;Bisoprololi fumaras 5 mg
Catalet D;Mieszanki alergoidów pyłku drzew;Ludzki;;;"stężenie 1-25 JS/ml, stęźenie 2-250 JS/ml, stężenie 3-2500 JS/ml (leczenie podstawowe); stężenie 4-5000 JS/ml (leczenie podtrzymujące)";Zawiesina do wstrzykiwań;
Cortico Veyxin;Prednisoloni acetas;Weterynaryjny;;"koń 
pies 
bydło 
kot";10 mg/ml;Zawiesina do wstrzykiwań;Prednisoloni acetas 10 mg/ml
Tezeo;Telmisartanum;Ludzki;;;40 mg;Tabletki;Telmisartanum 40 mg
Tezeo;Telmisartanum;Ludzki;;;80 mg;Tabletki;Telmisartanum 80 mg
Gluscan PL;Fludeoxyglucosum [18 F];Ludzki;;;500 MBq/ml;Roztwór do wstrzykiwań;Fludeoxyglucosum[18 F] 500 MBq
Covexin 10;Szczepionka przeciw Clostridium perfringens typ A, B, C(beta), D(ipsilon), chauvoei, novyi, septicum, sordelli, haemolyticum oraz przeciw tężcowi;Weterynaryjny;;"bydło 
owca";toksoid C. perfringens typ B i C (β) ˃ = 12,4 U 1 toksoid C. perfringens typ D (ε) ˃ =  5,1 U 1 cała kultura C. chauvoei zgodnie z Ph. Eur.2 toksoid C. novyi ˃ =  1,2 U 1 toksoid C. septicum ˃ =  3,6 U 1 toksoid C. tetani ˃ =  2,5 U 1 toksoid C. sordellii ˃ =  0,8 U 1 toksoid C. haemolyticum ˃ =  16,5 U 31 ELISA zgodnie ze specyfikacją wytwórcy.2 Zakażenia doświadczalne zgodnie z Ph. Eur.3Test neutralizacji toksyn in vitro, bazujący na hemolizie erytrocytów owiec;Zawiesina do wstrzykiwań;toksoid Clostridium septicum >=3,7 U/ 1ml + toksoid Clostridium haemolyticum >=11,5 U/ 1 ml + toksoid Clostridium perfringens typ A >=1/6 U/ 1 ml + toksoid Clostridium perfringens typ B i C (beta) >=13,6 U/ 1 ml + cała kultura Clostridium chauvoei zgodnie z Ph. Eur. + toksoid Clostridium sordelli >=1,4 U/ 1ml + toksoid Clostridium perfringens typ D (epsilon) >=3,8 U/ 1 ml + toksoid Clostridium novyi >=1,4 U/ 1 ml + toksoid Clostridium tetani >=2,4 U/ 1 ml
Prid delta;Progesteronum;Weterynaryjny;;Bydło: krowy, jałówki;1,55 g;System terapeutyczny dopochwowy;Progesteronum 1,55 g/system
Tolzesya;Toltrazurilum;Weterynaryjny;;"bydło 
owca 
świnia";50 mg/ml;Zawiesina doustna;Toltrazurilum 50 mg/ml
Relistor;Methylnaltrexoni bromidum;Ludzki;;;8 mg;Roztwór do wstrzykiwań;Methylnaltrexoni bromidum 8 mg
Relistor;Methylnaltrexoni bromidum;Ludzki;;;12 mg;Roztwór do wstrzykiwań;Methylnaltrexoni bromidum 12 mg
Rapamune;Sirolimusum;Ludzki;;;0,5 mg;Tabletki drażowane;Sirolimusum 0.5 mg
Sprycel;Dasatinibum;Ludzki;;;80 mg;Tabletki powlekane;Dasatinibum 80 mg
Sprycel;Dasatinibum;Ludzki;;;140 mg;Tabletki powlekane;Dasatinibum 140 mg
Intuniv;Guanfacinum;Ludzki;;;3 mg;Tabletki o przedłużonym uwalnianiu;Peginterferonum alfa-2b 80 mcg + Guanfacini hydrochloridum 3 mg
Cuprenil;Penicillaminum;Ludzki;;;250 mg;Tabletki powlekane;Penicillaminum 250 mg
Sildenafil ratiopharm;Sildenafilum;Ludzki;;;25 mg;Tabletki powlekane;Sildenafilum 25 mg
Sildenafil ratiopharm;Sildenafilum;Ludzki;;;50 mg;Tabletki powlekane;Sildenafilum 50 mg
Sildenafil ratiopharm;Sildenafilum;Ludzki;;;100 mg;Tabletki powlekane;Sildenafilum 100 mg
Leflunomide medac;Leflunomidum;Ludzki;;;10 mg;Tabletki powlekane;Leflunomidum 10 mg
Twynsta;Telmisartanum + Amlodipinum;Ludzki;;;40 mg + 5 mg;Tabletki;Amlodipini besilas 5 mg + Telmisartanum 40 mg
